Architect|Borough|DateDesignated|LPCId|LPNumber|Name|ObjectType|PhotoStatus|PhotoURL|Street|Style
Rouse & Goldstone|Manhattan|10/13/2009|2363|LP-02363|S. Jarmulowsky Bank Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2363.jpg|54 Canal Street|Modern Renaissance
Unknown|Manhattan|6/22/2010|2366|LP-02366|Greenwich Village Historic District Extension II|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/2366.jpg||N/A
Unknown|Staten Island|1/12/2010|2367|LP-02367|Mary and David Burgher House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2367.jpg|63 William Street|Greek Revival
Thomas W. Lamb, Inc.|Manhattan|9/14/2010|2368|LP-02368|Loew's Canal Street Theatre|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2368.jpg|31 Canal Street|N/A
Unknown|Staten Island|8/10/2010|2369|LP-02369|Headquarters Troop, 51st Cavalry Brigade Armory|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2369.jpg|321 Manor Road|N/A
Renwick, Aspinwall & Tucker|Bronx|1/12/2010|2370|LP-02370|(former) Dollar Savings Bank|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2370.jpg|2792 Third Avenue|Classical Revival
Unknown|Manhattan|3/23/2010|2373|LP-02373|Upper East Side Historic District Extension|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/2373.jpg||N/A
Emery Roth & Sons|Manhattan|7/27/2010|2376|LP-02376|Look Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2376.jpg|488 Madison Avenue|European Modernism
Unknown|Staten Island|9/15/2009|2377|LP-02377|411 Westervelt Avenue House, Horton's Row|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2377.jpg|411 Westervelt Avenue|Vernacular
Unknown|Staten Island|9/15/2009|2378|LP-02378|413 Westervelt Avenue House, Horton's Row|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2378.jpg|413 Westervelt Avenue|Vernacular
Unknown|Manhattan|2/9/2010|2379|LP-02379|(former) Yale Club of New York City Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2379.jpg|30-32 West 44 Street|Beaux-Arts
Unknown|Manhattan|11/10/2009|2380|LP-02380|B.F. Goodrich Company Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2380.jpg|1780-1782 Broadway|N/A
Unknown|Staten Island|9/15/2009|2381|LP-02381|415 Westervelt Avenue House, Horton's Row|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2381.jpg|415 Westervelt Avenue|Vernacular
Unknown|Staten Island|9/15/2009|2382|LP-02382|417 Westervelt Avenue House, Horton's Row|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2382.jpg|417 Westervelt Avenue|Vernacular
Unknown|Staten Island|8/10/2010|2383|LP-02383|Christ Church Complex|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2383.jpg|74 Franklin Avenue|N/A
Unknown|Staten Island|3/23/2010|2384|LP-02384|Reformed Church on Staten Island, Sunday School Building, and Cemetery|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2384.jpg|54 Port Richmond Avenue|N/A
Harrison & Abramovitz|Manhattan|4/13/2010|2385|LP-02385|Springs Mills Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2385.jpg|104 West 40 Street|N/A
George W. Conable, of Conable, Smith & Rowley|Queens|10/26/2010|2386|LP-02386|Jamaica Chamber of Commerce Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2386.jpg|89-31 161 Street|Georgian Revival
Victor A. Bark, Jr.|Manhattan|3/23/2010|2387|LP-02387|The Brill Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2387.jpg|1619 Broadway|Art Deco
Michael J. Garvin|Bronx|6/22/2010|2388|LP-02388|Haffen Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2388.jpg|2804 Third Avenue|Beaux-Arts
Benjamin Wistar Morris, of Morris & O'Connor|Manhattan|10/25/2011|2389|LP-02389|Union League Club|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2389.jpg|38 East 37 Street|Neo-classical
Unknown|Manhattan|11/16/2010|2390|LP-02390|Paul Rudolph Penthouse & Apartments|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2390.jpg|23 Beekman Place|N/A
Cyrus L.W. Eidlitz|Manhattan|10/25/2011|2391|LP-02391|Bell Telephone Laboratories Complex|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2391.jpg|445-465 West Street, 137-169 Bank Street, 51-77 Bethune Street, And 734-754 Washington Street|Vernacular Italianate
Morrell Smith|Queens|10/26/2010|2393|LP-02393|(Former) Jamaica Savings Bank|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2393.jpg|146-21 Jamaica Avenue|Moderne
Unknown|Bronx|3/22/2011|2396|LP-02396|Greyston Gatehouse|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2396.jpg|4695 Independence Avenue|N/A
Paul F. Schoen|Manhattan|9/11/2012|2397|LP-02397|Edward Ridley & Sons Department Store Buildings|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2397.jpg|315 Grand Street; 321 Grand Street|Classical Revival
William Field and Son|Manhattan|9/14/2010|2398|LP-02398|Eleventh Street Methodist Episcopal Chapel|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2398.jpg|545-547 East 11 Street|Gothic Revival
Unknown|Bronx|12/14/2010|2399|LP-02399|Alderbrook House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2399.jpg|4715 Independence Avenue|Italianate and Gothic Revival
Unknown|Bronx|6/22/2010|2400|LP-02400|Noonan Plaza Apartments|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2400.jpg|105-149 West 168 Street; 1231-1245 Nelson Avenue; 1232-1244 Ogden Avenue|Art Deco
Unknown|Bronx|11/16/2010|2401|LP-02401|(Former) Union Reformed Church of Highbridge|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2401.jpg|1272 Ogden Avenue|Richardsonian Romanesque
Unknown|Bronx|10/25/2011|2403|LP-02403|Grand Concourse Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/2403.jpg||N/A
Alfred H. Eccles and William Welles Knowles|Queens|10/26/2010|2404|LP-02404|Queens General Court House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2404.jpg|88-11 Sutphin Boulevard|Modern Classic
Unknown|Queens|2/1/2011|2405|LP-02405|Addisleigh Park Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/2405.jpg||N/A
Architect Griffith Thomas|Manhattan|6/28/2011|2406|LP-02406|Fisk-Harkness House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2406.jpg|12 East 53 Street|American Basement
Reilly & Hall|Brooklyn|12/14/2010|2408|LP-02408|Coney Island Theater Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2408.jpg|1301 Surf Avenue|Neo-Renaissance Revival
John C. Westervelt|Brooklyn|1/11/2011|2410|LP-02410|Childs Restaurant Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2410.jpg|1208 Surf Avenue|Spanish Revival
Unknown|Manhattan|11/16/2010|2411|LP-02411|190 Grand Street House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2411.jpg|190 Grand Street|Federal
Unknown|Manhattan|11/16/2010|2412|LP-02412|192 Grand Street House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2412.jpg|192 Grand Street|Federal
Unknown|Manhattan|10/29/2013|2413|LP-02413|339 Grand Street House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2413.jpg|339 Grand Stree|Federal
Unknown|Staten Island|2/1/2011|2414|LP-02414|Reverend Isaac Coleman and Rebecca Gray Coleman House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2414.jpg|1482 Woodrow Road|N/A
Unknown|Staten Island|2/1/2011|2415|LP-02415|565 and 569 Bloomingdale Road Cottages|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2415.jpg|565 Bloomingdale Road; 569 Bloomingdale Road|N/A
Unknown|Staten Island|2/1/2011|2416|LP-02416|Rossville A.M.E. Zion Church|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2416.jpg|584 Bloomingdale Road|N/A
Frederick C. Zobel|Manhattan|1/11/2011|2417|LP-02417|Haskins & Sells Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2417.jpg|35 West 39 Street|Renaissance Revival
J. C. Cady & Company|Brooklyn|4/12/2011|2418|LP-02418|St. Paul's Evangelical Lutheran Church, Sunday School and Parsonage|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2418.jpg|334 South 5 Street|Romanesque Revival
Herman Lee Meader|Manhattan|6/28/2011|2419|LP-02419|154 West 14th Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2419.jpg|154 West 14 Street|N/A
Junzo Yoshimura and George G. Shimamoto, of Kelly & Gruzen|Manhattan|3/22/2011|2420|LP-02420|Japan Society Headquarters|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2420.jpg|333 East 47 Street|Late Modernism
John H. Duncan|Manhattan|12/20/2011|2423|LP-02423|Hotel Wolcott|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2423.jpg|4 West 31 Street|Beaux Arts
Warren & Wetmore|Manhattan|9/20/2011|2425|LP-02425|Madison Belmont Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2425.jpg|181 Madison Avenue|Transitional
Warren & Wetmore|Manhattan|9/20/2011|2426|LP-02426|Madison Belmont Building, First Floor Interior|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2426.jpg|181 Madison Avenue|Eclectic Revival
Shreve, Lamb & Harmon|Manhattan|12/14/2010|2427|LP-02427|500 Fifth Avenue Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2427.jpg|500 Fifth Avenue|Art Deco
Robert W. Gibson|Manhattan|6/12/2012|2428|LP-02428|Martha Washington Hotel|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2428.jpg|27 East 29Th Street|Renaissance Revival
Whitfield & King|Manhattan|3/22/2011|2429|LP-02429|Engineer's Club Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2429.jpg|32 West 40 Street|Renaissance Revival
William H. Hume|Manhattan|12/20/2011|2431|LP-02431|Mutual Reserve Fund Life Association Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2431.jpg|305 Broadway|Richardsonian Romanesque Revival
John B. Snook & Sons|Manhattan|12/14/2010|2432|LP-02432|Rogers, Peet & Company Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2432.jpg|258 Broadway|Neo-Renaissance
Ingalls & Hoffman|Manhattan|3/22/2011|2433|LP-02433|Neighborhood Playhouse|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2433.jpg|466 Grand Street|Neo-Georgian
Unknown|Manhattan|5/10/2011|2435|LP-02435|Free Public Baths of the City of New York|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2435.jpg|344 East 54 Street|Classical Revival
Unknown|Manhattan|6/21/2011|2441|LP-02441|Cities Service Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2441.jpg|70 Pine Street|Art Deco
Clinton & Russell, Holton & George|Manhattan|6/21/2011|2442|LP-02442|Cities Service Building, First Floor Interior|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2442.jpg|70 Pine Street|Art Deco
Unknown|Brooklyn|4/12/2012|2443|LP-02443|Park Slope Historic District Extension|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/2443.jpg||N/A
Unknown|Brooklyn|7/12/2011|2445|LP-02445|Wallabout Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/2445.jpg||N/A
Unknown|Brooklyn|6/26/2012|2446|LP-02446|Park Place Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/2446.jpg||N/A
Unknown|Staten Island|10/25/2011|2447|LP-02447|29 Cottage Place House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2447.jpg|29 Cottage Place|Greek Revival
Unknown|Brooklyn|9/13/2011|2449|LP-02449|Borough Hall Skyscraper Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/2449.jpg||N/A
Unknown|Manhattan|6/25/2013|2462|LP-02462|West End-Collegiate Historic District Extension|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/2462.jpg||N/A
Unknown|Manhattan|6/26/2012|2463|LP-02463|Riverside-West End Historic District Extension I|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/2463.jpg||
Clarence W. Brazer|Manhattan|8/9/2011|2466|LP-02466|Citizens Savings Bank|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2466.jpg|58 Bowery|Beaux-Arts
Skidmore, Owings & Merrill; Gordon Bunshaft|Manhattan|2/15/2011|2467|LP-02467|Manufacturers Trust Company Building, First and Second Floor Interiors|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2467.jpg|510 Fifth Avenue|Modern
Nimmons, Carr & Wright|Brooklyn|5/15/2012|2469|LP-02469|Sears Roebuck & Company Department Store|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2469.jpg|2227-2323 Beverly Road|Art Deco
Unknown|Brooklyn|1/17/2012|2471|LP-02471|Williamsburg Branch, Public National Bank of New York Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2471.jpg|47-49 Graham Avenue|Neo-Classical
Unknown|Queens|12/20/2011|2473|LP-02473|Daniel and Abbie B. Eldridge House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2473.jpg|87-61 111 Street|N/A
Unknown|Manhattan|12/20/2011|2474|LP-02474|R.H. Macy & Co. Store, 14th Street Annex|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2474.jpg|56 West 14 Street|Beaux-Arts
Rembrandt Lockwood|Brooklyn|10/25/2011|2476|LP-02476|St. Casimir's Roman Catholic Church|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2476.jpg|40 Greene Avenue|Rundbogenstil
Smith Bloomfield|Manhattan|3/27/2012|2480|LP-02480|32 Dominick Street House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2480.jpg|32 Dominick Street|Federal
Smith Bloomfield|Manhattan|3/27/2012|2481|LP-02481|34 Dominick Street House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2481.jpg|34 Dominick Street|Federal
Smith Bloomfield|Manhattan|3/27/2012|2482|LP-02482|36 Dominick Street House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2482.jpg|36 Dominick Street|Federal
Unknown|Manhattan|3/27/2012|2486|LP-02486|Dennison and Lydia Wood House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2486.jpg|310 Spring Street|Federal
Charles B.J. Snyder|Bronx|12/20/2011|2487|LP-02487|Grammar School No. 102|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2487.jpg|190 Fordham Street|Georgian Revival
Thompson, Holmes & Converse and Charles B. Meyers, 1928-29|Manhattan|10/29/2013|2490|LP-02490|Tammany Hall|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2490.jpg|100-102 East 17 Street|Neo-Georgian
Unknown|Manhattan|10/9/2012|2491|LP-02491|East Village/Lower East Side Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/2491.jpg||N/A
Unknown|Manhattan|1/17/2012|2492|LP-02492|East 10th Street Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/2492.jpg||N/A
William Jose|Manhattan|6/26/2012|2494|LP-02494|Bowery Mission|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2494.jpg|227 Bowery|Neo-Grec
Murgatroyd & Ogden|Manhattan|4/17/2012|2495|LP-02495|Barbizon Hotel for Women|Individual Landmark|FALSE||140 East 63 Street|North Italian Romanesque, Gothic, and Renaissance
Unknown|Brooklyn|4/16/2013|2496|LP-02496|Bedford Stuyvesant/Expanded Stuyvesant Heights Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/2496.jpg||N/A
The Associated Architects|Manhattan|10/16/2012|2505|LP-02505|Rainbow Room|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2505.jpg|30 Rockefeller Plaza|Streamlined Modern
Robert Maynicke|Manhattan|6/12/2012|2510|LP-02510|Yorkville Bank Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2510.jpg|1511 Third Avenue|Italian Renaissance Revival
Starrett & Van Vleck|Manhattan|6/26/2012|2515|LP-02515|New York Curb Exchange|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2515.jpg|86 Trinity Place|Neo-Renaissance
Renwick, Aspinwall & Owen|Manhattan|6/12/2012|2517|LP-02517|Hotel Mansfield|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2517.jpg|12 West 44 Street|Beaux Arts
York & Sawyer|Manhattan|6/26/2012|2518|LP-02518|Bowery Bank of New York Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2518.jpg|124 Bowery|Beaux Arts
Robert D. Kohn|Bronx|6/12/2012|2520|LP-02520|Firehouse, Engine Company 83, Hook & Ladder 29|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2520.jpg|618 East 138 Street|Neo-Classical, Secessionist
Alexander Stevens|Bronx|6/12/2012|2521|LP-02521|Firehouse, Engine Company 41|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2521.jpg|330 East 150 Street|Renaissance Revival
Unknown|Queens|6/12/2012|2522|LP-02522|Firehouse, Engine Company 305, Hook & Ladder 151|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2522.jpg|111-02 Queens Boulevard|N/A
Napoleon LeBrun & Sons|Bronx|2/12/2013|2523|LP-02523|Firehouse, Engine Company 46|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2523.jpg|451-453 East 176 Street|Renaissance Revival
Arthur J. Horgan & Vincent J. Slattery, Francis L.V. Hoppin & Terence A. Koen|Bronx|2/12/2013|2524|LP-02524|Firehouses, Engine Company 73 and Hook & Ladder Company 42|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2524.jpg|655-659 And 661 Prospect Avenue|Northern European Renaissance Revival
Unknown|Brooklyn|2/12/2013|2525|LP-02525|Firehouse, Engine Company 28|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2525.jpg|436 39 Street|Romanesque Revival
Peter J. Laurizen|Brooklyn|2/12/2013|2526|LP-02526|Firehouse, Engine Company 40/Hook & Ladder Company 21|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2526.jpg|1307-1309 Prospect Avenue|Romanesque Revival
Unknown|Queens|2/12/2013|2527|LP-02527|Firehouse, Engine Company 268, Hook & Ladder Company 137|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2527.jpg|259 Beach 116 Street|N/A
Unknown|Queens|6/25/2013|2528|LP-02528|Forest Park Carousel|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2528.jpg|Within Forest Park|N/A
Harry Hurwit|Manhattan|5/21/2013|2529|LP-02529|Bialystoker Center and Home for the Aged|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2529.jpg|228 East Broadway|Art Deco
Gordon Bunshaft|Manhattan|6/25/2013|2530|LP-02530|140 Broadway|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2530.jpg|140 Broadway|Modern
Unknown|Manhattan|6/25/2013|2531|LP-02531|New York Public Library, Seward Park Branch|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2531.jpg|192 East Broadway|Italian Renaissance Revival
Unknown|Manhattan|6/25/2013|2533|LP-02533|St. Louis Hotel|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2533.jpg|34East 32 Street|Beaux-Arts
Unknown|Manhattan|9/24/2013|2537|LP-02537|Holland Plaza Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2537.jpg|75 Varick Street|Modern-Classical
Unknown|Queens|6/25/2013|2538|LP-02538|Jamaica High School|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2538.jpg|162-02 Hillside Avenue|N/A
Isaac F. Duckworth|Manhattan|10/29/2013|2539|LP-02539|39 Worth Street Building|Individual Landmark|FALSE||39 Worth Street|Cast Iron, Italinate, Second Empire
Isaac F. Duckworth|Manhattan|10/29/2013|2540|LP-02540|41 Worth Street Building|Individual Landmark|FALSE||41 Worth Street|Cast Iron
Unknown|Brooklyn|9/17/2013|2544|LP-02544|Long Island Business College|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2544.jpg|143 South 8 Street|N/A
George and Edward Blum|Manhattan|6/25/2013|2545|LP-02545|Beaumont Apartments|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/2545.jpg|730 Riverside Drive|Arts &amp; Crafts
